year,plot,treatment,species,cover
2005,11_3,F,ASFE2,0.01
2005,4_1,F,BOGR2,4.35
2005,19_4,F,PLJA,1
2005,11_3,F,BOER4,1.85
2005,10_4,F,MAPIP,3
2005,10_4,F,SPCR,0.85
2005,6_2,F,BOGR2,7.5
2005,11_1,F,SPCR,3.75
2005,1_4,F,PLJA,15.6
2005,16_2,F,BOGR2,8.75
2005,19_4,F,GUSA2,4
2005,17_2,F,SPCR,0.5
2005,1_4,F,SOEL,0.15
2005,10_4,F,BOER4,0.85
2005,4_2,F,EUEX4,0.01
2005,8_2,F,EUEX4,0.01
2005,11_2,F,CHSES,0.01
2005,1_3,F,SPCR,0.4
2005,11_2,F,ASFE2,0.1
2005,11_2,F,BOER4,8.1
2005,19_3,F,BOGR2,2.65
2005,11_1,F,MAPIP,2.5
2005,6_1,F,BOGR2,0.75
2005,8_1,F,BOER4,0.5
2005,8_4,F,BOER4,1.25
2005,1_4,F,EUEX4,0.01
2005,6_3,F,BOGR2,1.5
2005,10_1,F,GUSA2,0.5
2005,8_2,F,BOGR2,2
2005,14_1,F,PLJA,4.1
2005,6_2,F,PLJA,5.25
2005,1_2,F,BOGR2,13.1
2005,11_1,F,CHSES,0.01
2005,17_4,F,PLJA,6.5
2005,11_3,F,SPHA,8
2005,1_2,F,SPCR,0.4
2005,10_2,F,SPCR,0.35
2005,10_3,F,SPCR,0.75
2005,4_4,F,BOGR2,2.5
2005,19_4,F,BOER4,0.35
2005,8_3,F,BOER4,0.25
2005,1_2,F,EUEX4,0.01
2005,10_3,F,EUEX4,0.01
2005,11_3,F,SPCR,1.5
2005,4_1,F,EUEX4,0.01
2005,19_2,F,BOGR2,2.4
2005,8_3,F,EUEX4,0.01
2005,11_1,F,ASFE2,0.01
2005,1_2,F,SPHA,1
2005,6_4,F,PLJA,5.25
2005,6_3,F,PLJA,7.25
2005,11_3,F,MAPIP,0.5
2005,19_1,F,MAPIP,0.25
2005,19_2,F,BOER4,0.25
2005,19_3,F,BOER4,0.5
2005,11_1,F,MELE2,4
2005,8_2,F,MELE2,1
2005,16_3,F,BOGR2,5.25
2005,6_1,F,PLJA,3.25
2005,14_2,F,SPHA,1.85
2005,4_4,F,MELE2,0.1
2005,14_3,F,EUEX4,0.01
2005,4_4,F,MAPIP,3
2005,8_3,F,MAPIP,4
2005,8_2,F,PLJA,1.25
2005,4_2,F,SPHA,1
2005,19_4,F,EUEX4,0.01
2005,16_4,F,EUEX4,0.01
2005,6_4,F,BOGR2,0.75
2005,8_1,F,BOGR2,1.5
2005,19_1,F,MUSQ3,0.01
2005,19_2,F,EUEX4,0.01
2005,16_1,F,EUEX4,0.01
2005,10_2,F,SATR12,7.5
2005,11_4,F,EUEX4,0.01
2005,11_3,F,TOAN,0.25
2005,1_2,F,PLJA,1
2005,1_4,F,SATR12,1
2005,4_2,F,BOGR2,2
2005,4_3,F,BOGR2,0.75
2005,14_2,F,EUEX4,0.01
2005,10_4,F,EUEX4,0.01
2005,19_1,F,CHSE7,0.01
2005,19_2,F,CHSE7,0.01
2005,14_3,F,SPHA,5
2005,17_3,F,SPHA,1
2005,10_1,F,SATR12,2.5
2005,8_1,F,PLJA,2.5
2005,11_2,F,EUEX4,0.01
2005,14_4,F,EUEX4,0.01
2005,1_3,F,SATR12,3.5
2005,11_3,F,EUEX4,0.01
2006,15_3,C,EUEX4,4.25
2006,5_4,C,BOGR2,0.75
2006,15_2,C,EUEX4,4.2
2006,7_1,C,PAOB,6.25
2006,20_4,C,KAPA,97
2006,13_4,C,OECA10,0.35
2006,20_3,C,DIWI2,0.5
2006,20_3,C,KAPA,90
2006,5_1,C,KAPA,20
2006,5_3,C,BOGR2,3.25
2006,20_3,C,EUEX4,5.45
2006,9_2,C,BOER4,1.35
2006,3_2,C,SEFLF,0.1
2006,13_1,C,DIWI2,0.25
2006,20_2,C,KAPA,45
2006,20_2,C,EUEX4,5.65
2006,9_3,C,BOER4,1.5
2006,18_3,C,BOBA2,3
2006,18_3,C,OECA10,0.35
2006,15_2,C,PLPA2,0.05
2006,7_3,C,BOBA2,0.9
2006,20_1,C,EUEX4,1
2006,7_2,C,BOBA2,0.75
2006,3_3,C,SEFLF,0.1
2006,9_4,C,BOER4,2.6
2006,3_4,C,KAPA,6
2006,15_2,C,KAPA,7.25
2006,7_3,C,BOER4,2
2006,9_1,C,BOBA2,5.25
2006,3_2,C,KAPA,10
2006,2_2,C,BOGR2,9
2006,5_3,C,BOBA2,0.1
2006,15_1,C,KAPA,9
2006,13_2,C,BOBA2,3
2006,15_2,C,BOBA2,0.05
2006,20_1,C,DIWI2,0.06
2006,9_1,C,BOER4,0.75
2006,20_1,C,ASNU4,0.65
2006,3_1,C,KAPA,16
2006,20_1,C,BOBA2,0.4
2006,15_1,C,CHSES,3.6
2006,2_1,C,KAPA,5
2006,9_2,C,CHSES,5.25
2006,15_4,C,OECA10,0.05
2006,2_2,C,NAHI,0.15
2006,13_4,C,PLPA2,0.06
2006,15_1,C,PLPA2,0.05
2006,2_3,C,NAHI,0.16
2006,12_1,C,ASNU4,0.4
2006,12_4,C,ASNU4,0.4
2006,13_2,C,SCBR2,5.15
2006,18_4,C,OECA10,0.1
2006,18_4,C,BOBA2,0.35
2006,18_3,C,EUEX4,10.75
2006,3_2,C,SOEL,0.85
2006,5_2,C,KAPA,6.25
2006,5_3,C,KAPA,5
2006,15_1,C,ARAD,0.75
2006,12_1,C,BOER4,6.6
2006,18_4,C,EUEX4,5.1
2006,18_4,C,ASNU4,1.6
2006,7_1,C,HYFIC,0.35
2006,2_1,C,BOGR2,5.6
2006,9_4,C,ARPU9,1
2006,12_2,C,BOER4,4.7
2006,7_4,C,BOBA2,0.25
2006,12_1,C,ARPU9,4.6
2006,20_4,C,BOBA2,3.6
2006,13_4,C,KAPA,8
2006,5_2,C,APRAH,0.2
2006,7_2,C,BOER4,1.75
2006,12_2,C,BOBA2,3.6
2006,9_3,C,KAPA,60
2006,12_3,C,BOBA2,3.5
2006,13_2,C,KAPA,35
2006,5_3,C,OECA10,0.1
2006,5_4,C,OECA10,0.1
2006,9_4,C,OECA10,0.1
2006,12_4,C,BOBA2,10.75
2006,5_2,C,BOGR2,7
2006,12_2,C,CHSES,6.1
2006,12_3,C,CHSES,3.6
2006,7_1,C,BOGR2,2.25
2006,13_1,C,CHSES,5.1
2006,15_4,C,EUEX4,5
2006,20_2,C,BOBA2,16.25
2006,3_3,C,PLPA2,0.05
2006,9_2,C,CHAL11,3.5
2006,12_4,C,CHSES,4
2006,13_3,C,CHSES,8
2006,13_3,C,KAPA,30
2006,13_4,C,CHSES,4
2006,20_1,C,SATR12,8
2006,12_1,C,BOBA2,2.45
2006,13_1,C,SCBR2,7.25
2006,3_1,C,HYFIC,0.05
2006,3_3,C,HYFIC,0.05
2006,3_4,C,HYFIC,0.05
2006,13_3,C,SCBR2,4.85
2006,13_1,C,ASNU4,1.65
2006,13_2,C,ASNU4,0.75
2006,2_1,C,SOEL,0.75
2006,3_3,C,PLJA,7.6
2006,3_3,C,SOEL,0.1
2006,5_4,C,KAPA,30
2006,7_4,C,KAPA,5
2006,9_1,C,KAPA,20
2006,9_2,C,KAPA,50
2006,5_1,C,PLPA2,0.05
2006,5_2,C,PLPA2,0.05
2006,5_3,C,PLPA2,0.05
2006,9_3,C,PLPA2,0.01
2006,15_3,C,PLJA,4.15
2006,18_3,C,ASNU4,0.85
2006,15_4,C,PLJA,2.1
2006,18_1,C,PLJA,8.25
2006,20_4,C,DIWI2,0.1
2006,3_4,C,SEFLF,0.25
2006,20_2,C,ASNU4,1.65
2006,18_3,C,PLJA,7
2006,9_2,C,BOBA2,0.75
2006,7_1,C,KAPA,25
2006,9_4,C,CHSES,7.5
2006,13_2,C,CHSES,4.5
2006,2_1,C,PLPA2,0.05
2006,3_2,C,BOER4,0.25
2006,9_4,C,KAPA,50
2006,18_2,C,ASNU4,2.65
2006,13_1,C,KAPA,13
2006,3_4,C,APRAH,0.15
2006,5_1,C,APRAH,0.1
2006,3_3,C,BOGR2,4.1
2006,3_4,C,BOGR2,2
2006,7_3,C,CHSES,1.9
2006,5_1,C,BOGR2,2
2006,12_1,C,PEAN,0.35
2006,12_2,C,PEAN,0.1
2006,20_1,C,KAPA,35
2006,9_2,C,SPPO6,13.1
2006,12_1,C,EUEX4,7.35
2006,13_2,C,NAHI,0.05
2006,7_2,C,KAPA,15
2006,7_3,C,KAPA,7
2006,15_4,C,ASNU4,1.35
2006,3_1,C,PLPA2,0.05
2006,20_3,C,BOBA2,0.85
2006,3_1,C,APRAH,0.25
2006,20_1,C,GUSA2,10
2006,13_2,C,SATR12,2
2006,13_3,C,SATR12,6
2006,13_4,C,SATR12,0.75
2006,15_2,C,SATR12,0.25
2006,2_2,C,KAPA,40
2006,2_3,C,KAPA,19
2006,2_4,C,KAPA,23
2006,15_1,C,EUEX4,1.3
2006,3_2,C,PLJA,12.85
2006,18_3,C,PLPA2,0.05
2006,13_4,C,ASNU4,1.15
2006,15_1,C,ASNU4,0.85
2006,18_1,C,NAHI,0.05
2006,12_4,C,MELE2,0.15
2006,18_1,C,ASNU4,0.85
2006,18_2,C,EUEX4,8.5
2006,18_1,C,CHSE7,0.6
2006,18_2,C,CHSE7,0.35
2006,5_3,C,PLJA,8.1
2006,5_4,C,PLJA,15.5
2006,7_1,C,PLJA,4
2006,7_2,C,PLJA,6.75
2006,3_4,C,PLJA,13.4
2006,13_4,C,GUSA2,0.05
2006,2_1,C,APRAH,0.1
2006,3_2,C,BOGR2,2.6
2006,20_1,C,BOER4,1.85
2006,20_2,C,BOER4,0.25
2006,20_3,C,BOER4,5.75
2006,2_4,C,NAHI,0.11
2006,3_1,C,NAHI,0.15
2006,3_2,C,NAHI,0.15
2006,3_3,C,NAHI,0.05
2006,5_1,C,NAHI,0.15
2006,5_2,C,NAHI,0.05
2006,5_3,C,NAHI,0.15
2006,9_1,C,CHSES,7.5
2006,13_4,C,SOEL,4
2006,9_1,C,SPPO6,1.5
2006,9_3,C,MELE2,0.1
2006,9_3,C,CHSES,7.25
2006,7_4,C,BOGR2,3.25
2006,12_3,C,MELE2,0.15
2006,12_1,C,ALIN,32
2006,20_1,C,ALIN,0.5
2006,18_2,C,GUSA2,2.5
2006,12_4,C,SATR12,31.5
2006,12_3,C,EUEX4,11.75
2006,12_4,C,EUEX4,12
2006,18_3,C,SATR12,0.25
2006,13_1,C,PLJA,3.75
2006,15_2,C,CHSES,1.1
2006,13_4,C,CRCR3,0.01
2006,12_2,C,SPPO6,0.05
2006,13_1,C,SPPO6,3.15
2006,20_1,C,SPPO6,6.5
2006,15_2,C,HYFIC,0.05
2006,15_3,C,HYFIC,0.05
2006,15_4,C,HYFIC,0.05
2006,18_4,C,HYFIC,0.1
2006,13_4,C,SCBR2,8.35
2006,12_2,C,EUEX4,10.85
2006,20_2,C,ALIN,1
2006,18_1,C,EUEX4,6.85
2006,9_4,C,SPFL2,0.25
2006,3_2,C,ASNU4,0.4
2006,3_3,C,ASNU4,1.91
2006,3_4,C,ASNU4,1.35
2006,2_3,C,LIPU4,0.05
2006,5_1,C,ASNU4,1.15
2006,5_2,C,ASNU4,0.3
2006,5_3,C,ASNU4,1.65
2006,9_3,C,BOBA2,2.25
2006,2_4,C,BOGR2,9.5
2006,15_1,C,SCBR2,0.8
2006,15_2,C,SCBR2,4.15
2006,18_2,C,BOER4,0.75
2006,7_4,C,PLJA,12.75
2006,13_2,C,SOEL,0.75
2006,7_4,C,CHSES,4.75
2006,20_3,C,SCLA6,0.25
2006,9_2,C,MELE2,3
2006,18_4,C,KAPA,30
2006,9_4,C,MELE2,0.1
2006,12_1,C,MELE2,0.45
2006,12_2,C,MELE2,0.15
2006,18_4,C,HODR,2.75
2006,20_1,C,HODR,3
2006,15_3,C,MELE2,0.15
2006,15_4,C,MELE2,5.05
2006,7_2,C,CHSE7,0.35
2006,9_1,C,EUEX4,4.85
2006,13_1,C,EUEX4,0.85
2006,15_3,C,CHSES,2.25
2006,15_4,C,CHSES,0.3
2006,13_3,C,PLJA,6.5
2006,13_4,C,PLJA,5.75
2006,18_2,C,CHSES,2.85
2006,12_3,C,HYFIC,0.35
2006,18_3,C,CHSES,2.85
2006,15_2,C,ASNU4,0.4
2006,15_3,C,ASNU4,0.35
2006,15_1,C,PLJA,5.2
2006,2_4,C,BOER4,1.65
2006,9_3,C,SPFL2,0.25
2006,20_4,C,CHSES,2.35
2006,5_4,C,BOER4,7
2006,20_4,C,DANAN,3
2006,18_2,C,PLJA,6.05
2006,15_3,C,SEFLF,0.05
2006,13_1,C,BOGR2,3.75
2006,13_2,C,BOGR2,0.85
2006,18_4,C,PLJA,8
2006,2_2,C,CHAL11,7.35
2006,12_4,C,BOER4,2.5
2006,9_1,C,CHAL11,5.25
2006,7_3,C,PLJA,17.75
2006,9_1,C,ASNU4,0.85
2006,9_2,C,ASNU4,0.35
2006,9_3,C,ASNU4,1.6
2006,13_1,C,SOEL,0.85
2006,2_1,C,PEAN,0.1
2006,2_2,C,PEAN,0.35
2006,5_3,C,PEAN,0.5
2006,15_3,C,KAPA,11
2006,15_4,C,KAPA,9
2006,18_1,C,KAPA,8
2006,18_2,C,KAPA,2
2006,18_3,C,KAPA,20
2006,7_2,C,SPPO6,0.05
2006,9_2,C,MUAR2,0.85
2006,12_2,C,MUAR2,1
2006,12_3,C,MUAR2,0.5
2006,15_1,C,MUAR2,1
2006,18_3,C,MUAR2,0.1
2006,20_2,C,MUAR2,0.85
2006,15_2,C,MELE2,1.05
2006,2_3,C,CHSE7,0.1
2006,7_1,C,CHSE7,0.75
2006,7_3,C,CHSE7,0.25
2006,9_2,C,EUEX4,4.5
2006,13_3,C,EUEX4,6.25
2006,13_4,C,EUEX4,0.75
2006,20_2,C,SPPO6,9.05
2006,20_3,C,SPPO6,0.15
2006,15_1,C,HYFIC,0.15
2006,12_2,C,CHSE7,0.95
2006,12_3,C,CHSE7,4.6
2006,15_1,C,CHSE7,1.6
2006,15_2,C,PLJA,2.15
2006,15_4,C,CHSE7,0.35
2006,5_1,C,PLJA,13.4
2006,5_2,C,PLJA,5.35
2006,18_3,C,CHSE7,0.35
2006,18_4,C,CHSE7,0.35
2006,20_1,C,CHSE7,3.4
2006,20_2,C,CHSE7,11.3
2006,2_3,C,BOGR2,12.1
2006,12_1,C,CHER2,5.35
2006,3_1,C,BOGR2,1.6
2006,5_3,C,CHSES,5.5
2006,5_2,C,EUEX4,9.25
2006,5_1,C,DANAN,1.25
2006,12_3,C,SOEL,0.85
2006,12_4,C,SOEL,2.5
2006,7_2,C,CHSES,1.85
2006,13_3,C,SOEL,6.25
2006,12_1,C,MAPIP,0.05
2006,20_4,C,MAPIP,0.5
2006,9_1,C,SATR12,12
2006,9_2,C,SATR12,5
2006,9_3,C,SATR12,4
2006,12_3,C,HODR,1.6
2006,9_3,C,SPPO6,0.05
2006,9_4,C,SPPO6,22.05
2006,7_3,C,EUEX4,5.6
2006,2_1,C,CHSE7,0.4
2006,20_4,C,HODR,4
2006,7_4,C,EUEX4,6.25
2006,7_4,C,CHSE7,0.35
2006,2_2,C,EUEX4,2.6
2006,13_2,C,PLJA,4.75
2006,18_1,C,CHSES,4.25
2006,3_3,C,GUSA2,2
2006,2_1,C,ASNU4,2.35
2006,2_2,C,ASNU4,0.5
2006,2_4,C,ASNU4,0.3
2006,15_2,C,CHSE7,0.05
2006,15_3,C,CHSE7,1
2006,3_1,C,ASNU4,0.85
2006,18_4,C,SCBR2,0.75
2006,2_3,C,EUEX4,14.1
2006,2_4,C,EUEX4,7.85
2006,3_1,C,EUEX4,5.6
2006,3_2,C,GUSA2,3
2006,7_1,C,SPPO6,0.1
2006,15_1,C,LIPU4,0.05
2006,15_3,C,LIPU4,0.05
2006,12_3,C,BOER4,3.36
2006,12_2,C,ARPU9,2.5
2006,12_3,C,ARPU9,0.5
2006,7_4,C,ASNU4,0.35
2006,12_4,C,KAPA,15
2006,5_1,C,EUEX4,11.75
2006,5_4,C,CHSES,7
2006,7_1,C,CHSES,1.1
2006,7_1,C,DANAN,0.25
2006,7_4,C,DANAN,0.75
2006,9_1,C,DANAN,0.25
2006,9_2,C,DANAN,0.25
2006,9_3,C,DANAN,0.25
2006,9_4,C,DANAN,0.25
2006,2_2,C,SATR12,7.5
2006,2_4,C,SATR12,3
2006,5_2,C,SPPO6,0.05
2006,18_3,C,SPCR,2.25
2006,15_3,C,HODR,1.5
2006,18_2,C,HODR,0.75
2006,18_3,C,HODR,1.5
2006,20_1,C,MUAR2,0.25
2006,20_1,C,CHSES,0.35
2006,20_2,C,CHSES,7.5
2006,20_3,C,HODR,1
2006,12_2,C,SATR12,1.5
2006,12_3,C,SATR12,3.5
2006,12_2,C,DANAN,0.75
2006,3_3,C,BOER4,0.5
2006,5_1,C,BOER4,0.75
2006,5_3,C,BOER4,0.35
2006,20_2,C,SATR12,1.5
2006,20_4,C,SATR12,1
2006,3_1,C,PLJA,7.1
2006,7_3,C,MELE2,0.1
2006,20_3,C,ASNU4,1.6
2006,18_4,C,CHSES,2
2006,12_1,C,KAPA,0.85
2006,12_2,C,KAPA,31
2006,20_3,C,CHSES,18.05
2006,3_1,C,DANAN,2.5
2006,12_4,C,DANAN,0.6
2006,15_2,C,DANAN,0.25
2006,15_3,C,DANAN,0.25
2006,20_1,C,DANAN,0.25
2006,20_2,C,MAPIP,12
2006,7_4,C,MELE2,0.1
2006,9_1,C,MELE2,0.1
2006,20_4,C,ASNU4,1.9
2006,13_4,C,BOGR2,2.5
2006,2_1,C,EUEX4,21.85
2006,12_3,C,KAPA,18.5
2006,18_3,C,DAPU7,0.15
2006,2_1,C,CHSES,0.85
2006,2_2,C,CHSES,4
2006,5_2,C,DANAN,0.25
2006,12_1,C,CHSES,9.85
2006,18_1,C,MAPIP,4
2006,3_2,C,CHSES,1.65
2006,3_2,C,SATR12,0.75
2006,20_3,C,CHSE7,8.35
2006,18_4,C,SPCR,0.5
2006,9_4,C,SATR12,20
2006,12_4,C,CHSE7,1.1
2006,13_2,C,CHSE7,0.35
2006,12_1,C,SATR12,5.5
2006,3_2,C,DANAN,3.65
2006,9_3,C,EUEX4,2.25
2006,9_4,C,EUEX4,1.85
2006,13_4,C,SPCR,2.25
2006,2_2,C,SPPO6,1
2006,3_1,C,SPPO6,0.1
2006,20_4,C,EPTO,2.5
2006,20_1,C,PSTAT,0.05
2006,9_3,C,HODR,4
2006,9_3,C,ZIGR,2
2006,3_4,C,DANAN,0.25
2006,3_1,C,CHSES,10
2006,13_2,C,SPCR,0.25
2006,5_4,C,MELE2,0.1
2006,20_4,C,CHSE7,0.55
2006,7_2,C,EUEX4,4.85
2006,20_4,C,LIPU4,0.05
2006,7_1,C,ASNU4,1.5
2006,3_4,C,EUEX4,4.25
2006,12_1,C,DANAN,0.3
2006,12_3,C,DANAN,0.85
2006,5_3,C,DANAN,0.25
2006,9_4,C,ASNU4,2.25
2006,5_3,C,EUEX4,19.75
2006,13_1,C,SPCR,0.25
2006,5_3,C,MELE2,0.35
2006,2_4,C,SPPO6,1
2006,5_4,C,EUEX4,4
2006,7_1,C,EUEX4,5.25
2006,20_3,C,EPTO,8
2006,20_2,C,LIPU4,0.05
2006,9_1,C,ZIGR,3
2006,2_3,C,DANAN,1.25
2006,7_3,C,PSTAT,0.1
2006,5_4,C,ASNU4,0.15
2006,9_1,C,MAPIP,2.75
2006,13_2,C,EUEX4,0.35
2006,20_4,C,EUEX4,2.1
2006,15_4,C,SPCR,1
2006,18_2,C,SPCR,2
2006,18_2,C,LIPU4,0.15
2006,2_4,C,SPCR,1.1
2006,18_2,C,SPCO4,3
2006,7_3,C,ASNU4,0.25
2006,18_2,C,TOAN,0.01
2006,9_1,C,PSTAT,0.1
2006,5_1,C,CHSES,2.25
2006,9_2,C,TILA2,2.5
2006,2_1,C,DANAN,1.5
2006,15_1,C,DANAN,0.1
2006,7_1,C,PSTAT,0.1
2006,7_2,C,PSTAT,0.1
2006,2_3,C,SPCR,0.25
2006,3_3,C,CHSES,0.9
2006,20_2,C,PSTAT,0.05
2006,7_1,C,MELE2,0.15
2006,12_1,C,PSTAT,0.15
2006,7_2,C,GUSA2,4
2006,12_2,C,EPTO,16
2006,5_2,C,CHSES,2
2006,20_4,C,PSTAT,0.1
2006,3_4,C,CHSES,1
2006,2_2,C,DANAN,3.25
2006,2_2,C,SPCR,2
2006,12_4,C,MEMU3,0.1
2006,12_4,C,PSTAT,0.3
2006,20_3,C,PSTAT,0.4
2006,20_1,C,TILA2,0.25
2006,7_1,C,HODR,2.5
2006,3_3,C,EUEX4,5.8
2006,7_3,C,GUSA2,3
2006,7_2,C,MELE2,0.65
2006,12_2,C,PSTAT,0.15
2006,12_3,C,PSTAT,0.06
2006,20_3,C,TOAN,0.06
2006,2_3,C,PSTAT,0.25
2006,12_2,C,TOAN,0.06
2006,2_3,C,HODR,0.5
2006,2_3,C,CHSES,1.85
2006,2_4,C,CHSES,1.75
2006,3_2,C,EUEX4,1.35
2006,9_2,C,GUSA2,1
2006,7_2,C,HODR,0.5
2006,20_4,C,BOGR2,0.2
2006,13_1,C,PSTAT,0.1
2006,20_4,C,TILA2,19
2006,20_2,C,TOAN,0.01
2006,2_1,C,SATR12,25
2006,20_3,C,TILA2,0.1
2006,20_4,C,SPCO4,0.25
2006,7_2,C,ASNU4,0.75
2006,18_1,C,SPCR,1
2006,20_4,C,ALMA4,0.1
2006,7_1,C,SPCR,1.5
2006,16_4,F,EUEX4,9.75
2006,17_3,F,KAPA,19
2006,17_2,F,PLJA,24.85
2006,19_4,F,EUEX4,2.6
2006,11_1,F,MELE2,5.6
2006,8_4,F,CRCR3,0.01
2006,19_3,F,ASNU4,1.1
2006,17_2,F,EUEX4,3.85
2006,17_1,F,KAPA,32
2006,16_2,F,BOGR2,21
2006,10_4,F,SATR12,0.5
2006,17_3,F,EUEX4,4.95
2006,8_1,F,CRCR3,0.01
2006,10_3,F,SATR12,24
2006,16_2,F,PLPA2,0.1
2006,11_2,F,BOBA2,0.25
2006,1_1,F,CHSES,0.95
2006,1_1,F,PLPA2,0.17
2006,16_3,F,EUEX4,10.35
2006,10_2,F,BOBA2,4.5
2006,6_3,F,KAPA,45
2006,16_2,F,EUEX4,0.75
2006,17_2,F,KAPA,70
2006,6_4,F,CRCR3,0.01
2006,6_2,F,KAPA,30
2006,11_2,F,SPFL2,2.5
2006,14_2,F,PLJA,8
2006,17_1,F,PLJA,39.75
2006,10_4,F,BOBA2,6.85
2006,6_3,F,LIPU4,0.05
2006,14_4,F,PLJA,7
2006,17_1,F,EUEX4,9.6
2006,11_2,F,SATR12,0.75
2006,4_4,F,PLJA,12.25
2006,6_3,F,CRCR3,0.01
2006,16_1,F,EUEX4,1.85
2006,17_2,F,ASNU4,0.46
2006,10_2,F,SATR12,27
2006,17_3,F,ASNU4,0.65
2006,4_3,F,CHSES,5.05
2006,17_3,F,PLJA,22.4
2006,8_1,F,CHSES,1.1
2006,6_1,F,PLJA,12.5
2006,14_3,F,PLJA,14
2006,6_3,F,PLJA,20.25
2006,11_4,F,EUEX4,3.5
2006,6_1,F,CRCR3,0.01
2006,1_2,F,BOGR2,20.5
2006,14_4,F,CHSES,4.75
2006,11_1,F,ASNU4,1
2006,17_4,F,PLJA,17.25
2006,6_2,F,CHSES,0.2
2006,10_2,F,KAPA,50
2006,6_4,F,CHSES,0.75
2006,17_3,F,SPHA,2.5
2006,17_4,F,KAPA,27
2006,4_4,F,KAPA,30
2006,17_3,F,MELE2,0.05
2006,11_1,F,SPFL2,8
2006,19_4,F,KAPA,50
2006,4_1,F,PLJA,9
2006,6_1,F,KAPA,12
2006,17_2,F,SATR12,0.25
2006,10_3,F,KAPA,85
2006,11_1,F,KAPA,90
2006,11_3,F,SATR12,21.1
2006,19_1,F,SPPO6,28
2006,4_3,F,PLJA,17.25
2006,6_2,F,PLJA,20
2006,16_4,F,KAPA,75
2006,16_4,F,PLPA2,0.1
2006,4_3,F,KAPA,35
2006,14_1,F,EUEX4,7.1
2006,10_4,F,CHSES,10
2006,19_2,F,ASNU4,1.15
2006,6_3,F,CHSES,0.35
2006,10_2,F,SPPO6,60
2006,16_1,F,PLJA,30.5
2006,11_2,F,KAPA,50
2006,11_2,F,OECA10,0.05
2006,14_3,F,BOBA2,0.8
2006,19_4,F,ASNU4,1.05
2006,11_2,F,ASNU4,0.65
2006,16_3,F,BOGR2,17.6
2006,1_4,F,CRCR3,0.05
2006,1_1,F,BOGR2,25.6
2006,1_4,F,CHSES,1
2006,4_1,F,CHSES,2
2006,4_2,F,CHSES,3.75
2006,10_1,F,CRCR3,0.01
2006,10_4,F,CRCR3,0.01
2006,11_1,F,CRCR3,0.05
2006,16_1,F,CRCR3,0.01
2006,11_4,F,SPFL2,4
2006,16_1,F,BOBA2,2.1
2006,19_4,F,BOGR2,0.25
2006,14_3,F,ASNU4,1.65
2006,1_3,F,SOEL,0.25
2006,1_4,F,SOEL,7.25
2006,11_3,F,OECA10,0.1
2006,1_3,F,CRCR3,0.06
2006,10_4,F,ASNU4,1.6
2006,8_4,F,CHSES,4
2006,17_1,F,SPPO6,0.05
2006,1_4,F,KAPA,45
2006,19_4,F,SPPO6,14
2006,4_1,F,KAPA,60
2006,4_2,F,KAPA,40
2006,10_2,F,CHSES,11.85
2006,10_3,F,CHSES,10
2006,6_2,F,EUEX4,3.75
2006,16_2,F,CRCR3,0.01
2006,6_4,F,EUEX4,4.1
2006,1_2,F,EUEX4,0.45
2006,11_3,F,DANAN,0.25
2006,6_1,F,CHSES,2.35
2006,10_1,F,SPPO6,10.1
2006,1_2,F,SPPO6,0.95
2006,11_4,F,KAPA,90
2006,1_2,F,CHSES,0.35
2006,16_3,F,KAPA,70
2006,1_3,F,CHSES,0.85
2006,14_4,F,BOGR2,3
2006,1_2,F,PLJA,2.5
2006,1_3,F,PLJA,2.25
2006,1_4,F,PLJA,13
2006,11_3,F,EUEX4,1.25
2006,19_4,F,PLJA,2.85
2006,11_1,F,PEAN,0.1
2006,6_4,F,KAPA,35
2006,14_2,F,EUEX4,3.85
2006,10_1,F,KAPA,75
2006,4_3,F,OECA10,1.75
2006,4_4,F,OECA10,0.25
2006,4_1,F,EUEX4,5.25
2006,11_3,F,KAPA,75
2006,11_4,F,OECA10,0.05
2006,14_1,F,KAPA,23
2006,1_1,F,CRCR3,0.01
2006,1_2,F,CRCR3,0.01
2006,10_2,F,MELE2,0.1
2006,14_3,F,CHSES,4.35
2006,10_3,F,MELE2,0.15
2006,10_4,F,MELE2,0.1
2006,8_1,F,ASNU4,0.35
2006,11_2,F,MELE2,0.35
2006,11_3,F,MELE2,0.35
2006,11_4,F,MELE2,0.1
2006,1_1,F,EUEX4,0.75
2006,1_3,F,EUEX4,0.35
2006,4_2,F,BOGR2,6.5
2006,19_4,F,SATR12,17
2006,14_4,F,OECA10,0.1
2006,16_2,F,KAPA,75
2006,1_2,F,KAPA,45
2006,1_3,F,KAPA,15
2006,14_4,F,SPPO6,6
2006,8_4,F,DIWI2,1.5
2006,10_4,F,SPFL2,6
2006,6_3,F,EUEX4,1
2006,19_1,F,CRCR3,0.01
2006,11_1,F,SEFLF,0.05
2006,11_4,F,DANAN,0.1
2006,14_2,F,DANAN,0.1
2006,17_1,F,DANAN,0.05
2006,14_2,F,SATR12,2.5
2006,8_1,F,PLJA,1.5
2006,19_4,F,BOER4,0.6
2006,4_2,F,ASNU4,1.85
2006,14_4,F,EUEX4,3.5
2006,1_3,F,SPPO6,5.61
2006,16_2,F,OECA10,0.3
2006,14_3,F,KAPA,20
2006,10_3,F,ASNU4,1.9
2006,16_1,F,KAPA,85
2006,14_3,F,BOGR2,4.5
2006,10_1,F,MELE2,0.1
2006,14_2,F,CHSES,0.35
